model_name,year,odometer,dealer,price,label
sedan,4,2.9981015104290893,dealer3,362.40752207213404,normal
suv,2,1.6244446363716345,dealer5,481.9756696448834,normal
sedan,9,5.55464209117204,dealer1,259.11837292519175,normal
suv,3,2.619724644465677,dealer16,430.57345025650596,normal
sedan,8,4.79863739657762,dealer14,284.465795573344,normal
suv,2,1.7690924020136802,dealer11,458.32830459798663,normal
compact,5,1.6272316135894793,dealer14,287.3394035980672,normal
suv,3,2.797935606291005,dealer5,472.9158735453626,normal
sedan,10,6.0422825815769245,dealer4,261.1953686104804,normal
sedan,1,0.5597617152009317,dealer15,393.07225259272684,normal
sedan,1,0.58249275552488,dealer9,403.83409931643547,normal
compact,6,2.3232461634706363,dealer11,285.09936940264134,normal
compact,2,0.6563319364044748,dealer23,299.61626539245094,normal
compact,6,2.4255374789994284,dealer21,307.2710219596583,normal
compact,10,4.908158483238044,dealer18,183.20233327734263,normal
suv,1,0.942223566642767,dealer15,457.55632297360506,normal
suv,10,12.017938271863125,dealer21,349.34419198312384,normal
compact,6,2.3614598342707014,dealer4,291.4308069318643,normal
compact,8,3.7952586374218757,dealer4,235.71418429536,normal
sedan,8,3.410413382907945,dealer24,322.21761037256476,normal
sedan,1,0.6055643000817704,dealer15,385.7595400663875,normal
sedan,3,2.085488004806252,dealer16,355.67269329685195,normal
compact,5,1.9110593580723245,dealer4,298.4652959864786,normal
compact,2,0.8674315261679619,dealer11,334.7100285877551,normal
compact,4,1.5593192261167383,dealer10,307.25709722385795,normal
sedan,1,0.5329569768933102,dealer11,359.43171104730135,normal
sedan,8,5.930734821438516,dealer17,282.7184431207955,normal
compact,9,3.0321694871735625,dealer11,262.7810001927081,normal
sedan,7,3.573885248037599,dealer18,284.9359937349333,normal
sedan,3,1.7420734609787805,dealer10,364.2666443929852,normal
suv,4,4.063405435214528,dealer21,472.302225275943,normal
suv,3,2.5718298320299056,dealer22,449.28649114561875,normal
sedan,3,1.7400602370177611,dealer9,377.09340697479877,normal
sedan,4,3.132487258549238,dealer6,384.97579876774597,normal
compact,4,1.295396642187529,dealer2,305.6306604415255,normal
compact,3,1.1652411439431019,dealer17,346.122579123302,normal
sedan,1,0.5355077568434093,dealer14,355.8161781231713,normal
compact,2,0.5695329215571331,dealer6,313.3782171534493,normal
suv,7,7.89236546247056,dealer4,367.38707028110986,normal
compact,1,0.6154952569799533,dealer4,320.12135661358474,normal
compact,4,1.2888748253249063,dealer22,338.5055752165295,normal
sedan,1,0.6108234649630614,dealer11,382.22275019232137,normal
compact,8,2.633731432667694,dealer5,234.19918904389132,normal
suv,9,8.170967189201084,dealer9,362.4586097969109,normal
sedan,4,2.2886350942559535,dealer4,348.90730637825095,normal
sedan,3,1.5528751388734088,dealer15,357.0126465021069,normal
compact,7,2.589782315944649,dealer23,201.6048771709175,normal
compact,8,3.516153726331789,dealer17,266.0872457103942,normal
sedan,10,7.955258039871335,dealer15,215.40751723872987,normal
compact,6,1.8355174014260278,dealer1,304.4016879676989,normal
compact,10,4.672033513558629,dealer24,256.0586173592993,normal
compact,5,1.5212892021259197,dealer4,291.74927880934786,normal
compact,2,0.6579428609467394,dealer1,308.3587716055705,normal
suv,3,1.680953535453639,dealer1,433.3716961186426,normal
sedan,8,4.2578983571914035,dealer22,316.3559355429007,normal
sedan,3,1.6137633135854283,dealer2,385.5424705415407,normal
suv,5,6.338098126296537,dealer2,431.8349272532902,normal
suv,1,0.7718721934842855,dealer16,445.628444898388,normal
sedan,9,6.82873578867137,dealer4,306.16025400363947,normal
sedan,6,3.00048750493766,dealer1,291.62781941806105,normal
sedan,7,3.2076543453713096,dealer23,319.25327171907117,normal
suv,10,11.861148236181213,dealer19,313.6198258626459,normal
sedan,10,7.678875499768893,dealer19,259.8264483022134,normal
compact,4,1.167215996649747,dealer10,295.5825891613502,normal
compact,10,4.587088317949704,dealer15,230.09035861314658,normal
suv,5,4.7617087521832495,dealer9,415.2062780365733,normal
suv,8,8.635042488859536,dealer9,378.2406342430548,normal
sedan,7,4.087127552586692,dealer22,318.88734618421927,normal
sedan,10,4.512632539764214,dealer19,264.62250146889727,normal
sedan,10,7.3720374396149255,dealer9,258.5076087842258,normal
suv,2,3.162414110906174,dealer11,442.97126008015584,normal
sedan,6,2.736856042859678,dealer23,276.714514124396,normal
compact,1,0.3654501511066543,dealer24,336.2285546003122,normal
sedan,10,5.010205864013132,dealer6,277.9210130856147,normal
suv,3,3.0389351414286745,dealer24,432.2961441171859,normal
compact,2,0.6363531629685663,dealer20,351.9206124532846,normal
sedan,1,0.6333650770565005,dealer6,417.13410834628075,normal
sedan,1,0.6820661844221461,dealer24,423.24220282165305,normal
sedan,5,3.4786636257129673,dealer2,337.4624777835525,normal
compact,1,0.37398364886152924,dealer18,305.96582358926565,normal
sedan,7,4.042375547027099,dealer18,311.2767210321444,normal
sedan,5,3.221178804449943,dealer15,300.7309189065496,normal
suv,3,2.848532243965264,dealer13,415.29478669376647,normal
compact,10,4.969229278563415,dealer11,180.2263021096689,normal
suv,10,10.376266740846889,dealer20,326.6929694846115,normal
suv,4,3.2457048001867204,dealer24,445.89416898938487,normal
sedan,5,2.6110191005944023,dealer15,362.42460420586804,normal
sedan,7,5.514266814083566,dealer16,284.5004563786915,normal
suv,8,13.401724721186746,dealer8,330.13151417961944,normal
suv,9,10.64321640810332,dealer18,326.2855755883778,normal
compact,10,6.138632519423945,dealer12,211.11572723000495,normal
suv,6,5.214072037931866,dealer6,473.52027396430236,normal
sedan,10,5.273213723488431,dealer12,295.17966691086707,normal
suv,1,0.8163179574802157,dealer18,473.5526120437283,normal
sedan,1,0.6177645725364032,dealer3,389.5386307787554,normal
suv,5,5.749325681541157,dealer4,415.2870935724852,normal
suv,2,1.791002558092287,dealer15,438.49866716754264,normal
compact,10,5.144213832879232,dealer21,213.45270820922732,normal
sedan,5,2.710086102659349,dealer15,335.23237774366373,normal
sedan,5,4.112630005568121,dealer19,303.4478866550615,normal
sedan,7,4.518100500093051,dealer0,328.29392197954263,normal
compact,9,3.712632276795888,dealer24,201.78879266982662,normal
sedan,3,1.4952756310714612,dealer24,358.4068279880959,normal
suv,2,1.5316446329374607,dealer16,476.1161069347666,normal
sedan,8,3.6410391127447013,dealer21,284.0945561381805,normal
suv,10,10.029419580354004,dealer23,332.7779078260535,normal
sedan,9,5.666181535212243,dealer12,273.2580369243861,normal
compact,6,2.3196204809243297,dealer10,266.39400497660273,normal
suv,7,9.243787080284914,dealer12,384.5129406621915,normal
compact,1,0.41421101025099,dealer19,307.94006971763696,normal
suv,8,9.625042331695303,dealer1,404.1938629164144,normal
sedan,2,1.0299425705229583,dealer22,378.5199455764122,normal
compact,2,0.7938877113266998,dealer7,334.1867147734331,normal
suv,5,3.7197467896845575,dealer8,447.5366082979756,normal
suv,7,7.803479741064349,dealer3,415.56682775932484,normal
compact,10,3.774266185945443,dealer20,236.94137700926714,normal
suv,9,12.56864823963504,dealer16,319.20459878587144,normal
compact,7,1.8596748516047068,dealer1,248.08415906571332,normal
suv,5,3.3742281253198456,dealer0,451.88807903407206,normal
suv,8,9.311286436192201,dealer20,407.15683533020194,normal
sedan,1,0.7156505067942508,dealer0,407.9992418856859,normal
sedan,6,3.881816372345798,dealer8,303.965848899555,normal
sedan,9,5.139746906212998,dealer18,233.40184144704378,normal
sedan,10,8.271496832294167,dealer16,240.50808792560213,normal
sedan,1,0.5519997635129709,dealer19,388.6226946858995,normal
suv,1,1.0076296542427277,dealer1,496.0457865357073,normal
suv,6,6.679813177608038,dealer1,386.6480078947683,normal
sedan,1,0.5575912764066226,dealer1,372.23054272206286,normal
sedan,8,5.024656554500179,dealer7,323.45884433071774,normal
suv,8,10.298089188700361,dealer14,387.0470064305278,normal
suv,6,6.623113035584785,dealer2,441.12741024101126,normal
compact,1,0.3613359518507678,dealer14,349.8462949274914,normal
sedan,1,0.5127615439750106,dealer5,402.66786121626785,normal
sedan,6,2.8625137942390877,dealer19,305.92942843868565,normal
suv,7,7.502286526170824,dealer24,393.38282013783487,normal
compact,9,3.984692268664962,dealer0,246.12740141560442,normal
compact,7,2.3195322406752754,dealer0,297.19177929518366,normal
sedan,7,4.331181731881258,dealer3,316.836379091885,normal
sedan,3,2.157821085028997,dealer14,345.1841555385744,normal
suv,7,7.213786090777218,dealer14,396.18116111592883,normal
compact,7,2.3186986366061006,dealer7,277.46438148814474,normal
sedan,5,2.199320938462904,dealer7,336.1274358026508,normal
suv,7,5.848683263211956,dealer5,408.69690388613105,normal
sedan,1,0.6652586908674629,dealer0,412.2011411250315,normal
compact,1,0.41751131770686106,dealer7,362.98587112430494,normal
sedan,6,4.492996628215994,dealer3,368.9542493609509,normal
sedan,5,3.02447785747968,dealer7,356.79732904370246,normal
suv,7,6.743073894957965,dealer19,421.3312551323036,normal
compact,4,1.530516586147261,dealer13,286.19817607434,normal
compact,8,3.3454797754849017,dealer22,251.85379330830523,normal
sedan,8,4.304078289316612,dealer6,308.88897297693796,normal
suv,6,4.642072956743153,dealer23,391.1298514117736,normal
suv,4,3.043227474340169,dealer23,458.0689574860182,normal
compact,9,2.463313335799228,dealer3,279.05547314795297,normal
compact,10,3.423716561223822,dealer12,247.85470596163196,normal
suv,5,3.368085894469241,dealer0,460.4064434532224,normal
suv,8,6.629798840354158,dealer1,407.36119017496605,normal
compact,5,2.1900609578815216,dealer16,286.37735560787587,normal
sedan,4,2.0588712535279607,dealer13,354.51866611283634,normal
compact,3,1.7010798126486133,dealer9,329.48968708757735,normal
sedan,6,3.8698640352082094,dealer22,340.52999921861687,normal
compact,6,3.736823362508411,dealer5,257.5002670130685,normal
sedan,7,4.808956590455568,dealer5,288.32114905284794,normal
compact,10,3.6493661787761242,dealer18,224.28113020421148,normal
compact,9,4.819083379973186,dealer5,216.43277142614255,normal
sedan,4,3.663591484153385,dealer20,377.4922257087377,normal
sedan,10,5.930564978286563,dealer14,232.12183550478176,normal
suv,2,1.9121352518842323,dealer12,424.9754504572638,normal
compact,7,2.300426229426517,dealer14,248.4950137361279,normal
sedan,8,5.06452468626227,dealer17,335.1055030402395,normal
compact,1,0.27761990780008394,dealer24,309.1393112993114,normal
sedan,6,4.888232140291719,dealer1,310.29892944749736,normal
compact,3,0.9882374064322472,dealer8,309.3922322762854,normal
sedan,10,4.7747602735387895,dealer13,243.45745852876544,normal
suv,2,1.9751188129118935,dealer23,458.47726635845646,normal
compact,9,2.8765431909425034,dealer15,227.70721609804374,normal
suv,8,9.134128613567249,dealer15,356.9217791893684,normal
sedan,2,1.1987053619369425,dealer11,359.2122495555287,normal
sedan,4,2.54794633365079,dealer17,374.1473000383561,normal
suv,2,1.57716273709142,dealer20,492.95202333386067,normal
sedan,4,1.5309831766946862,dealer21,367.47259529731207,normal
suv,6,6.181079673549974,dealer9,458.7951952445432,normal
sedan,2,1.227265991531419,dealer23,336.2835776204589,normal
suv,1,0.7603620360402684,dealer6,518.9993259255178,normal
compact,5,1.9093440181360253,dealer17,313.307141320235,normal
compact,3,1.1094123921462877,dealer18,278.18238875366393,normal
compact,2,0.7384741776236832,dealer20,339.4761697726821,normal
sedan,2,1.1008410416682077,dealer18,338.9157755915087,normal
sedan,1,0.6708627577087795,dealer3,401.31852563122203,normal
sedan,9,4.839847707739125,dealer5,289.2745257459639,normal
sedan,2,1.0256265313138306,dealer6,420.81965614048727,normal
suv,8,6.238057866551201,dealer10,382.56472662708404,normal
suv,4,4.24674529750798,dealer10,428.55739799018755,normal
suv,5,3.996839538778379,dealer15,401.8485538963478,normal
sedan,4,1.914856449232792,dealer5,370.75026429039866,normal
compact,1,0.3806682902362565,dealer24,331.71090461357227,normal
suv,3,2.8979335783486233,dealer19,447.743003753337,normal
suv,8,8.655012377836046,dealer5,377.2396202965898,normal
suv,1,0.8823975917050906,dealer0,453.3726063580193,normal
suv,2,1.4861183506062468,dealer20,486.5308561168508,normal
suv,2,2.797391409231827,dealer11,447.14836759660705,normal
suv,6,8.327662714537228,dealer10,382.84924220377286,normal
suv,5,6.405099863516996,dealer23,432.163772344306,normal
compact,4,1.2563359018013383,dealer20,364.2022233089355,normal
suv,7,8.829297971519601,dealer17,397.9791120976722,normal
compact,4,1.7916891620242361,dealer13,256.7519187673237,normal
sedan,8,4.629848355661277,dealer24,253.6188227603368,normal
compact,5,1.815247737158716,dealer7,284.29609683377214,normal
compact,10,3.8749377313158115,dealer3,240.64733946305074,normal
suv,3,1.800074515756425,dealer21,476.7375728584167,normal
suv,1,1.0210588946201633,dealer22,513.3700007077565,normal
suv,2,1.6412020967063352,dealer3,486.068751083893,normal
compact,2,0.9157475838676441,dealer4,327.746801870768,normal
suv,6,6.145780412649401,dealer2,433.47711711886257,normal
sedan,4,3.23668293192203,dealer20,399.92382852059245,normal
suv,3,3.0018281688994395,dealer16,438.63525311209065,normal
compact,4,1.207284227588089,dealer1,301.85471839198823,normal
suv,4,4.963099912155471,dealer17,454.22115583604165,normal
compact,4,1.3442457798176641,dealer1,308.21804845872816,normal
sedan,6,4.020310455869084,dealer21,314.56121185889685,normal
compact,6,2.606026461026398,dealer13,232.58561318028075,normal
compact,2,1.0547832200007377,dealer17,340.83025782422357,normal
suv,10,16.289741832390817,dealer15,335.4541089490367,normal
suv,2,1.606233766547748,dealer21,485.4989028056084,normal
sedan,7,2.831712441687219,dealer11,291.5765343530356,normal
compact,2,0.6970990240544477,dealer21,309.9953903337759,normal
compact,5,1.9131328737822229,dealer12,294.5189721154914,normal
suv,2,1.7557143336083274,dealer20,444.9569809130393,normal
suv,3,2.158756883828615,dealer13,433.5199647066578,normal
compact,5,1.8659142731762444,dealer15,292.320083009005,normal
sedan,10,6.723404378884574,dealer8,239.8641305093343,normal
suv,6,7.3229469306935995,dealer24,366.08556812761725,normal
compact,7,2.186983101473282,dealer24,263.91367348863787,normal
sedan,9,5.28692542258099,dealer3,319.3002583314419,normal
sedan,6,3.8884559682592448,dealer8,313.4994524016904,normal
sedan,5,3.4264062298922053,dealer3,376.8078244776706,normal
suv,5,5.622130677604488,dealer22,416.27887842850555,normal
compact,3,1.1913584824498211,dealer18,271.88282995800347,normal
suv,9,9.13785482097378,dealer11,322.15780385891975,normal
suv,9,9.57069587371418,dealer5,388.4210221765302,normal
suv,6,8.51368456605541,dealer9,409.99728283720845,normal
sedan,5,3.040300601464947,dealer17,326.29678166274044,normal
suv,4,4.326051197083349,dealer7,468.3372307041634,normal
suv,2,2.233668210399914,dealer22,467.4807456406183,normal
suv,10,11.132703765516279,dealer4,314.01151109181706,normal
suv,7,6.877489859604626,dealer7,414.1247807989956,normal
compact,2,0.5389251132700851,dealer4,326.5273552753609,normal
sedan,1,0.532421361881813,dealer8,371.4520978826198,normal
compact,5,2.0251418728710773,dealer18,299.8641390702852,normal
sedan,5,2.541276274712846,dealer21,313.87130859733594,normal
suv,1,0.988908157642459,dealer9,481.3724771815094,normal
sedan,9,5.862916005249676,dealer6,288.1647281869729,normal
suv,6,7.322625996921161,dealer4,377.2999995542847,normal
compact,9,2.722285634310751,dealer22,231.38115932812167,normal
suv,4,3.4856839909471162,dealer6,491.4815722590861,normal
sedan,3,1.8099686298958122,dealer11,360.28865304104966,normal
suv,1,1.5902097217350568,dealer1,471.9276592274199,normal
compact,7,2.668323437734507,dealer5,240.46563450614997,normal
compact,3,1.0931571937147315,dealer8,312.18505097050024,normal
compact,9,3.3306777280961577,dealer24,195.87129068221586,normal
suv,7,5.275994802188919,dealer15,424.724137001726,normal
suv,4,3.2805657465562734,dealer0,451.5607605322725,normal
compact,4,1.3460762202387402,dealer24,311.3482428758649,normal
sedan,3,1.1898570142434188,dealer7,375.82629911194766,normal
compact,10,4.498948284192804,dealer13,211.1639471023613,normal
suv,6,6.225599418649205,dealer18,396.79626930246417,normal
suv,1,1.1900716865861751,dealer12,509.8793915076085,normal
sedan,2,0.9919760692382655,dealer24,389.19137460353636,normal
sedan,10,8.241092133356544,dealer11,233.3479294922813,normal
suv,9,6.328497302095831,dealer12,397.2519663386663,normal
suv,3,2.4450211559469235,dealer4,455.73172129754107,normal
compact,3,1.5676397199156522,dealer7,336.63530513546374,normal
sedan,10,6.157962775806018,dealer7,298.7275815301638,normal
sedan,2,0.853337014153612,dealer4,343.70049993377376,normal
suv,8,7.12140728933866,dealer17,371.76071626885266,normal
sedan,10,7.9749980527413555,dealer0,233.22552473601772,normal
compact,6,2.232014300841954,dealer3,307.2746417756027,normal
suv,8,8.355567777203902,dealer11,368.35363146535775,normal
compact,1,0.5222828856713139,dealer2,322.05402665584126,normal
compact,9,3.7449628563600057,dealer18,218.0157434647257,normal
compact,5,1.908667084980142,dealer7,313.30456133838976,normal
sedan,4,1.7903665365793486,dealer4,320.36808265993216,normal
suv,6,6.946844201103147,dealer19,360.69038841013116,normal
compact,3,1.2463154900613738,dealer16,342.3832728853633,normal
suv,10,12.070196688073302,dealer10,338.21795894424696,normal
compact,10,2.164936717673924,dealer18,206.9076580622009,normal
compact,9,3.7893271705289857,dealer16,209.38110196922952,normal
compact,4,1.5383664634827685,dealer6,325.31993015031964,normal
suv,8,9.30088787377634,dealer6,411.8912467650418,normal
sedan,3,2.185167997257261,dealer11,350.94426378394377,normal
suv,8,9.913951516131963,dealer21,352.2609061830443,normal
sedan,4,1.8903041172535653,dealer15,333.20775977148395,normal
sedan,5,3.4113269610239683,dealer12,324.2779934211287,normal
suv,2,1.8463670348632553,dealer8,460.11536478616927,normal
compact,1,0.45536086609485166,dealer17,319.4788294720931,normal
suv,7,10.455505969490183,dealer20,393.6022831469522,normal
compact,8,2.1439737013730396,dealer3,250.7053143922558,normal
compact,7,2.26040257396716,dealer9,269.6572028969021,normal
suv,1,1.322959255117367,dealer0,485.319481227458,normal
sedan,9,3.7575664939579285,dealer21,304.55428059080117,normal
sedan,3,2.9780261377328796,dealer13,286.8170355885759,normal
compact,5,1.7175526396117002,dealer22,284.00768675577103,normal
compact,6,3.4760550372847137,dealer8,250.35974610309773,normal
sedan,8,5.128328109820507,dealer24,290.48686006571495,normal
compact,2,0.7427668453619032,dealer10,299.3004681084766,normal
suv,1,1.3500639451776988,dealer3,487.98966565437576,normal
suv,9,6.4149628985028055,dealer1,368.7482623187148,normal
suv,1,1.1303810417959244,dealer6,506.9001759091326,normal
compact,3,0.909570344419955,dealer7,326.3825361361745,normal
sedan,8,3.283874521365318,dealer10,291.0405826955511,normal
compact,6,2.359974531460968,dealer17,323.6853924708533,normal
sedan,7,6.53091228688894,dealer24,269.86704665080435,normal
suv,6,5.976480857939566,dealer21,391.7115738884532,normal
sedan,3,2.6354868442935597,dealer6,392.33452565365315,normal
compact,3,1.0698054843166716,dealer1,301.01531237075136,normal
sedan,3,2.039674815139955,dealer10,349.99539161922934,normal
suv,2,2.2787151564285706,dealer21,445.075640170074,normal
compact,9,2.878301647138796,dealer23,234.80662340533098,normal
compact,10,3.0761032966035424,dealer9,229.35223809023154,normal
compact,2,0.8506968050660224,dealer17,304.7781186441261,normal
compact,6,1.6522808870807228,dealer7,316.8143418860463,normal
compact,9,3.4625363934158733,dealer19,200.50731029117,normal
sedan,6,3.0722209164735217,dealer13,319.859920022058,normal
compact,9,3.453637663500996,dealer10,230.36519802015215,normal
compact,9,2.6992609515946704,dealer11,224.49659794134635,normal
suv,1,1.1263145792161346,dealer18,496.3122488168023,normal
suv,10,15.35766838812098,dealer19,275.70748924741105,normal
suv,1,0.670561312890008,dealer22,486.498928101377,normal
compact,1,0.34004824905135855,dealer1,336.3407173198685,normal
sedan,1,0.5468099138350299,dealer8,380.85909697557946,normal
compact,6,2.722529235915038,dealer1,288.3675117874111,normal
sedan,7,4.547755465529333,dealer23,326.0624436173501,normal
suv,8,9.686973114684278,dealer8,358.96812289090883,normal
sedan,5,2.6289055761158844,dealer5,310.19189587082747,normal
suv,10,6.5006818426758874,dealer1,392.17654934387843,normal
suv,7,9.217017574126972,dealer16,366.7912961992888,normal
compact,4,1.3458929208799102,dealer24,278.9570449329392,normal
suv,6,7.5860062949657046,dealer7,385.02458620422595,normal
compact,9,3.0085999961548215,dealer7,239.6408986632763,normal
suv,8,12.44782790213832,dealer4,350.4275198526808,normal
suv,7,8.088039945943661,dealer5,375.2269582360694,normal
suv,8,7.611827719623826,dealer11,369.6614367875984,normal
sedan,6,6.270106264240683,dealer4,293.70954661016225,normal
suv,9,5.360279498186452,dealer5,356.08308768824014,normal
suv,4,4.027359920761382,dealer21,422.3845510166215,normal
suv,9,12.603948219506135,dealer15,309.73931066907267,normal
compact,3,1.1586785544131497,dealer24,293.60232477971556,normal
compact,8,3.1044966565511585,dealer16,218.26789502010996,normal
sedan,6,3.9436307678075995,dealer13,285.6318736319589,normal
suv,8,7.844193811842691,dealer2,379.9469505301981,normal
suv,1,1.0458007153703635,dealer23,466.76835878267013,normal
sedan,3,1.3620561327741658,dealer21,368.79645072151175,normal
suv,10,13.01449720999412,dealer10,308.1883490934065,normal
compact,10,5.999856119861287,dealer14,213.64491797010714,normal
compact,4,1.9626935778596188,dealer15,301.12315088974617,normal
suv,3,2.8160370600241853,dealer23,423.97360076852766,normal
compact,5,1.5499476361823425,dealer14,286.2642415048539,normal
suv,6,4.811871761335435,dealer13,378.43389023016346,normal
compact,5,2.4976442217661523,dealer6,307.04006285282173,normal
sedan,8,5.769541303197967,dealer18,276.6658903380816,normal
suv,4,5.368392022977423,dealer24,444.2905883117076,normal
suv,8,11.244560837300336,dealer1,399.8817990701567,normal
compact,10,4.629457813156896,dealer14,174.92407181295465,normal
compact,5,2.192210445309284,dealer12,319.8388215060591,normal
sedan,9,4.359233150455362,dealer11,290.90552566074416,normal
suv,6,6.68200896125904,dealer20,388.52905057461965,normal
suv,4,3.897480119773946,dealer0,454.4060895239318,normal
sedan,7,4.736647586693785,dealer8,339.4752050612969,normal
compact,6,1.9849341000960294,dealer6,291.22444090164936,normal
sedan,9,5.3351479070933525,dealer23,295.67130763387354,normal
sedan,4,2.438044774068052,dealer20,385.3012228355841,normal
sedan,8,5.963403923674876,dealer4,277.0655435055576,normal
suv,10,9.253017636409751,dealer13,304.5391832137763,normal
suv,6,7.209667187820777,dealer7,428.70973440736896,normal
sedan,9,6.438578894012934,dealer12,269.4272893509492,normal
compact,10,2.996011886524334,dealer21,228.27812112318122,normal
sedan,3,1.7927004342569248,dealer9,361.4252283643399,normal
compact,5,1.7103798322839752,dealer18,245.2879314663989,normal
compact,6,2.7832670343053643,dealer16,264.3983688692488,normal
sedan,2,0.9139979340678893,dealer0,413.8653301547057,normal
suv,8,6.360916451227253,dealer0,388.0476010299685,normal
compact,10,4.576280102333911,dealer19,206.11850976641495,normal
suv,10,9.589994904530597,dealer0,361.58149463657764,normal
sedan,1,0.8407022376329759,dealer16,349.7832532641824,normal
compact,1,0.44358567289863976,dealer3,376.8245154109913,normal
sedan,5,3.6304546469249117,dealer21,378.5712672715754,normal
compact,10,3.070135716568105,dealer4,231.46571881083102,normal
compact,3,1.5967010993508808,dealer19,299.28586967237214,normal
suv,3,2.6137206040757084,dealer13,452.30820980158245,normal
compact,7,2.453861576697517,dealer0,284.95997064493037,normal
sedan,2,1.2583679224660964,dealer2,395.6856703872422,normal
sedan,2,1.1767897280491688,dealer11,380.28905650811754,normal
suv,5,5.515889365763623,dealer13,385.98187482476294,normal
compact,5,1.9128742683724587,dealer5,251.36086662788028,normal
sedan,4,1.9901043928791937,dealer1,352.84638931313776,normal
sedan,8,5.684675698589772,dealer2,285.8385965335275,normal
sedan,4,2.1563595573898113,dealer17,349.00783839206514,normal
compact,5,1.9811294019416315,dealer23,272.8822680979813,normal
compact,5,1.9718146354393729,dealer2,299.7172694619041,normal
compact,3,1.2557200146155707,dealer8,324.24150603579375,normal
sedan,6,2.9780049495552903,dealer5,308.34373252190915,normal
sedan,3,1.5230416223768026,dealer20,374.5062048140363,normal
compact,6,1.9279957827511018,dealer16,257.7686980042914,normal
suv,6,6.569687912928149,dealer8,426.5220633061841,normal
compact,2,0.9216960131510452,dealer1,335.25748248591657,normal
sedan,3,3.9320408321215847,dealer9,392.64497358669445,normal
suv,1,0.8233920640630998,dealer22,500.3973881256346,normal
sedan,10,6.347601848474209,dealer15,260.1546404541018,normal
suv,1,1.5149002522763595,dealer8,481.8487604422906,normal
compact,8,3.068282943283266,dealer15,218.0352392115679,normal
compact,1,0.5324806175591696,dealer0,344.26400563105165,normal
suv,7,7.81402791343433,dealer13,367.9206847155087,normal
suv,2,2.454589863850786,dealer23,428.0031400562374,normal
sedan,3,1.3691108940966328,dealer10,359.17573768127613,normal
compact,5,1.8571720021832618,dealer2,321.2326297886951,normal
sedan,6,2.89552201161161,dealer24,330.0355833020369,normal
compact,8,3.6736372875722103,dealer14,212.37852950562083,normal
compact,3,1.140997329413648,dealer19,303.73350058488086,normal
suv,1,0.9107013698267795,dealer18,464.29278542380393,normal
suv,10,10.081513813064067,dealer5,373.05513317561014,normal
suv,9,8.06201517166764,dealer4,378.2676751283971,normal
sedan,4,2.211366881063835,dealer10,322.7238263195026,normal
sedan,9,4.191812654067504,dealer22,297.74956927221825,normal
compact,8,2.0905095982058204,dealer21,268.6768594964311,normal
sedan,6,4.997625164278242,dealer7,301.9152393250154,normal
sedan,3,2.1408109641013007,dealer23,332.01783410526957,normal
compact,4,1.1749158777867497,dealer13,242.16578454476402,normal
sedan,3,1.648741223210979,dealer16,349.8669477550193,normal
compact,1,0.4228411395740921,dealer24,308.74157167302906,normal
compact,1,0.33660045279806095,dealer23,301.172079988884,normal
suv,9,8.930950993364748,dealer18,321.4669784369419,normal
compact,8,3.7173013222564006,dealer2,265.2911587881452,normal
